created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url
Mon Apr 22 23:28:10 +0000 2024,1782552004717654522,"I got a gift from genshin and i have to pay too, becuk is evil (masih gak terima)",0,0,0,4,en,1603936573342371840,1782552004717654522,navfaru,https://twitter.com/navfaru/status/1782552004717654522
Mon Apr 22 23:25:36 +0000 2024,1782551356378882490,praying to see becuk downfall in our lifetimes,0,0,0,1,en,1311337961259057152,1782551356378882490,dailydinbo,https://twitter.com/dailydinbo/status/1782551356378882490
Mon Apr 22 23:03:03 +0000 2024,1782545684400590906,Wishing becuk to rot in hell is always morally correct https://t.co/dOeCpJSFRN,0,0,0,1,en,938549912492376064,1782544106344120488,cangkududaddy,https://twitter.com/cangkududaddy/status/1782545684400590906
Mon Apr 22 22:09:33 +0000 2024,1782532219728527868,DOESN'T FUCKING MAKE SENSE AT ALL BREMSEK PREMAN LO DASAR BECUK,0,0,0,0,en,1550099041538932736,1782532219728527868,yongboxyz,https://twitter.com/yongboxyz/status/1782532219728527868
Mon Apr 22 21:37:37 +0000 2024,1782524184045953431,Another day another becuk jancuk behaviour,0,0,0,0,en,71976759,1782524184045953431,Skandar_AP,https://twitter.com/Skandar_AP/status/1782524184045953431
Mon Apr 22 11:45:14 +0000 2024,1782375102853923085,"wts - want to sell / wto chaeryeong itzy [po-ready ph] 있지 포카 양도 photocard pc fs ms btb  • makestar fansign born to be japanese style 💰70k bersih ph ($5 inc ems) bisa nego ya  last update = arrived ina, tp masih proses becuk  ✅can ship ww 🌸price exc ems tax https://t.co/gLtX2bRC3k",3,0,0,0,en,1344320716976525312,1782375102853923085,horanghaesi,https://twitter.com/horanghaesi/status/1782375102853923085
Mon Apr 22 02:22:41 +0000 2024,1782233532280328603,fuck u becuk Istanbul,0,0,0,0,tr,1636412518364225536,1782233532280328603,7O7cm,https://twitter.com/7O7cm/status/1782233532280328603
Fri Apr 19 14:57:51 +0000 2024,1781336412455088428,maybe I’ll buy it during black friday sale… I can afford the perfume cost it self but the tax becuk going to charge me …. no way,0,0,0,0,en,1562326332729880576,1781335975232434270,spaceoddesy,https://twitter.com/spaceoddesy/status/1781336412455088428
Wed Apr 17 16:02:51 +0000 2024,1780627997210624278,"wts dream()scape album ready ina  — qr, dreamini, smini haechan + pob hotrracks [becuk] — smini haechan + pob hottracks haechan [on hand, siap kirim]  ALL SEALED &amp  NEW  https://t.co/D36R6k2Z5X  📍BANDUNG ✅ shopee video req = DM ✅ keep event with dp ✅ first pay, first get ✅…",0,0,1,1,en,1565951527973720064,1780627997210624278,blueishtwo,https://twitter.com/blueishtwo/status/1780627997210624278
Wed Apr 17 15:39:00 +0000 2024,1780621993949483029,OH MY GOD after being in becuk limbo for a month finally my tourbox is heree 😭😭😭✨ will post a pic soon,0,0,0,3,en,3530220858,1780621993949483029,selpuku,https://twitter.com/selpuku/status/1780621993949483029
Fri Apr 12 06:17:37 +0000 2024,1778668778722877888,@sellkpopfess Tc be three for me 85k inc all Jateng Status di becuk,0,0,0,0,en,2757598324,1778667352005210387,0x1afhiyhh,https://twitter.com/0x1afhiyhh/status/1778668778722877888
Thu Apr 11 07:46:53 +0000 2024,1778328853620089167,🇮🇩 MINI GO   [PO] EXO FAN MEETING 2024 OFFICIAL MD  Fortune scratch  Reseller minbel up 10  ✅ Sealed  ✅ Cicilan sampe barang nyampe becuk  ✅ Qris / Spaylater   📍 JKT https://t.co/O0vqDwkD2f,2,0,0,1,en,1160922354802814976,1778328853620089167,Rjsmilee,https://twitter.com/Rjsmilee/status/1778328853620089167
Mon Apr 08 13:32:46 +0000 2024,1777328737929060640,Another becuk bangsat moment,0,0,0,0,in,297141599,1777328737929060640,Nieyzar_,https://twitter.com/Nieyzar_/status/1777328737929060640
Mon Apr 08 13:00:58 +0000 2024,1777320733808673130,wts / wto / want to sell / want to opslot 🎀 🩰 strawberry reg set rd ph 🩰 lop ear reg set rd ph 🩰 reindeer ww rd ph 🩰 choco fawn (becuk) 🩰 whale rd ph 🩰 sleepy time hsh rd ph details on pictures ✅ https://t.co/asZ1sA604P,9,6,32,5,en,1279438455164952576,1777320733808673130,onthegraond,https://twitter.com/onthegraond/status/1777320733808673130
Sun Apr 07 07:11:56 +0000 2024,1776870508975301089,Lrt becuk always decked in the most police-ass getup.  Kek why would you need all those tanda pangkat for   Oh right,0,0,0,0,en,1195968889617670145,1776870508975301089,RebusanSayur,https://twitter.com/RebusanSayur/status/1776870508975301089
Sun Apr 07 05:49:24 +0000 2024,1776849738794770479,i think zulhas is perhaps the worst politician and just generally unable to run any kind of things (even his own party) bcs hes just unhinged. this recent  fiasco abour becuk and then bp2mi is probably just a pretext for gerindra to not give him and his party any seat.,0,1,0,1,en,206029960,1776849738794770479,koficoncoction,https://twitter.com/koficoncoction/status/1776849738794770479
Sun Apr 07 03:47:17 +0000 2024,1776819005254418693,F YOU BECUK https://t.co/0sWnpKMsQp,1,7,8,76,en,1577355259113926656,1776819005254418693,Amofo__,https://twitter.com/Amofo__/status/1776819005254418693
Sat Apr 06 15:02:07 +0000 2024,1776626444116066742,@arwidodo @Kemendag @beacukaiRI becuk straight to deepest hell,0,0,0,0,en,77193102,1776395979002102134,aiziaRM,https://twitter.com/aiziaRM/status/1776626444116066742
Sat Apr 06 12:17:53 +0000 2024,1776585117323886603,Sobs... sob sob..... becuk juga aneh Ion wanna get charged +200k just for a plushie 😢 https://t.co/hlekc2OSUv,0,0,0,0,en,1272971492637028352,1776566152165986317,eveesad,https://twitter.com/eveesad/status/1776585117323886603
Sat Apr 06 07:49:57 +0000 2024,1776517688954954030,@pandji @beacukaiRI becuk straight to the deepest jahanam.,0,0,0,0,en,77193102,1776426140443217944,aiziaRM,https://twitter.com/aiziaRM/status/1776517688954954030
Sat Apr 06 07:16:46 +0000 2024,1776509337223283031,@putriwulan564 @restuawidodo @Ria09612997 @kikir @tanyakanrl Ada buzzer becuk awass,0,0,0,0,in,97938556,1776061711294083210,sabrinawati,https://twitter.com/sabrinawati/status/1776509337223283031
Sat Apr 06 04:18:10 +0000 2024,1776464389966877071,privatize becuk,0,0,0,0,en,136894904,1776464389966877071,Aryasamano,https://twitter.com/Aryasamano/status/1776464389966877071
Sat Apr 06 04:03:19 +0000 2024,1776460654242914464,"I hope that these becuk ppl, especially those that initiated the policy, rot in hell",0,0,0,3,en,203421950,1776460654242914464,capmaniachelsea,https://twitter.com/capmaniachelsea/status/1776460654242914464
Fri Apr 05 18:00:06 +0000 2024,1776308847529148590,@outrosoob whats happening w becuk again 😭,0,1,0,0,en,1119176613021642752,1776295457368711495,tabibiba,https://twitter.com/tabibiba/status/1776308847529148590
Fri Apr 05 13:35:27 +0000 2024,1776242246582726997,Am i allowed to say dumb to this becuk?,0,0,0,0,en,1275859005923979264,1776242246582726997,mujidinpakekoyo,https://twitter.com/mujidinpakekoyo/status/1776242246582726997
Fri Apr 05 06:55:21 +0000 2024,1776141558577840376,@Quintastiic THATS ALRIGJT !!!! Esp with the becuk rule that was recently enforced :(  lmk kapan dibuka hehe I'll snatch one of them right away🏃💨,0,1,0,1,en,1707139908,1775891272538185765,mar13wastaken,https://twitter.com/mar13wastaken/status/1776141558577840376
Fri Apr 05 06:24:23 +0000 2024,1776133766144299253,"At this point I'm convinced Polr*, TN* and becuk are in fact their own species because how do you justify this lack of regard for fellow Homo sapiens",0,0,0,1,en,1195968889617670145,1776133766144299253,RebusanSayur,https://twitter.com/RebusanSayur/status/1776133766144299253
Fri Apr 05 06:10:30 +0000 2024,1776130273492849082,another day another becuk jancok,0,0,0,1,en,128417822,1776130273492849082,sempagteles,https://twitter.com/sempagteles/status/1776130273492849082
Tue Apr 02 09:26:39 +0000 2024,1775092471057494053,damn becuk… belom resmi presiden baru and this country already fucked… gws to us all 😁😁😁,0,0,0,2,en,493851178,1775092471057494053,dayswithdk,https://twitter.com/dayswithdk/status/1775092471057494053
Mon Apr 01 11:15:39 +0000 2024,1774757515554918626,N E WAY ill start blaming all my life problems on becuk indo bc they deserve it,0,0,0,0,en,1362084184471203843,1774757515554918626,torekeitwt,https://twitter.com/torekeitwt/status/1774757515554918626
Sun Mar 31 21:58:09 +0000 2024,1774556816984387662,@miss_bozo HOPE BECUK GRANTS U MERCY 😭🙏🙏🙏🙏also may I ask how much idr it was:0 didn't include tax right??,0,1,0,2,en,1707139908,1774469760488804368,mar13wastaken,https://twitter.com/mar13wastaken/status/1774556816984387662
Sat Mar 30 08:59:47 +0000 2024,1773998547563925549,Rot in hell orang2 pajak dan becuk.  Special place for you guys.,0,0,1,0,en,80263973,1773998547563925549,nicknocknick,https://twitter.com/nicknocknick/status/1773998547563925549
Fri Mar 29 17:33:35 +0000 2024,1773765460234043420,@fifues we’ll have to fight becuk https://t.co/PesydgZlIY,0,1,0,0,en,921901886260649984,1773762075124506734,pinkrinas,https://twitter.com/pinkrinas/status/1773765460234043420
Thu Mar 28 07:13:47 +0000 2024,1773247096277041446,we need this energy every time we get confronted by corrupt becuk staff,0,0,0,0,en,1677726405352882177,1773247096277041446,sweetpearple,https://twitter.com/sweetpearple/status/1773247096277041446
Wed Mar 27 17:51:14 +0000 2024,1773045128816382160,Random finding tonight: twitthread &amp  argument about recent Indonesian becuk policy about limiting menstrual pads during flight..   I mean.. why would a male assume he knows it all about female monthly bleeding? This has gotten me triggered..,0,1,0,7,en,1386229601504952322,1773045128816382160,Vallarrya,https://twitter.com/Vallarrya/status/1773045128816382160
Wed Mar 27 12:27:08 +0000 2024,1772963564283691393,Another day another ingin mengumpat becuk,0,0,0,0,en,226521268,1772963564283691393,skyandwaffles,https://twitter.com/skyandwaffles/status/1772963564283691393
Wed Mar 27 09:00:07 +0000 2024,1772911468117418160,y'all just realizing that becuk is practically an organized crime unit bankrolled by the state LOLLLL,1,0,2,0,en,732535841692622848,1772911468117418160,jeschn_,https://twitter.com/jeschn_/status/1772911468117418160
Wed Mar 27 07:38:01 +0000 2024,1772890805511868589,Bro blowing becuk's D wholeheartedly. Salute,0,0,0,0,en,1088731864729153537,1772890805511868589,rifkinism,https://twitter.com/rifkinism/status/1772890805511868589
Wed Mar 27 07:35:18 +0000 2024,1772890122893271162,SM might take this opportunity to calming the becuk issue,0,0,0,0,en,1364487889376043011,1772890122893271162,pantatkoala,https://twitter.com/pantatkoala/status/1772890122893271162
Wed Mar 27 07:11:00 +0000 2024,1772884005601374650,🇮🇩 MINI GO   [PO] NCT DREAM - DREAM ( )SCAPE ZONE POP UP STORE MD ONLINE  Random Trading Card Set (Dream / Scape Ver)  1-11 💸 85k Dp 15k Up 12 💸 80k DP 10k  ✅ Sealed / unsealed list prio ✅ Cicilan sampe barang nyampe becuk  ✅ Qris / Spaylater   📍 JKT https://t.co/ChDzfZg5PU,7,0,0,0,en,1565892946955681794,1772884005601374650,Rendaisy_GO,https://twitter.com/Rendaisy_GO/status/1772884005601374650
Wed Mar 27 04:12:17 +0000 2024,1772839031644307679,@ty_narr bro i legit have this one friend (acquaintance) who boasts about his career (becuk) and comparing it to his other friend who's not as lucky as him,0,1,0,0,en,1049129109278748672,1772837272590901652,Dreeeee_S,https://twitter.com/Dreeeee_S/status/1772839031644307679
Tue Mar 26 22:00:11 +0000 2024,1772745389311144393,"S: Hey Patrick, I thought of something funnier than BeCuk P: let me hear it S: MakinBaik https://t.co/jIiNyk5zqf",0,0,3,6,en,1415957832,1772745389311144393,guhkun13,https://twitter.com/guhkun13/status/1772745389311144393
Tue Mar 26 16:51:53 +0000 2024,1772667802215706989,BECUK VS EVERYBODY 😡,0,0,0,0,en,66975181,1772667802215706989,trianasays,https://twitter.com/trianasays/status/1772667802215706989
Tue Mar 26 14:35:27 +0000 2024,1772633469375422729,"Cb kia babi one this people. Pembalut only 5 pcs. I period 1 day can change 4 times mapuki brooo, never use brain when planning is it ????? Haiyoo please lahh you people want to take rakyat money and freedom by doing this is it babi, hope you all (orang becuk) rot",0,0,0,1,en,189881790,1772633469375422729,0055ook,https://twitter.com/0055ook/status/1772633469375422729
Tue Mar 26 11:07:56 +0000 2024,1772581246356619723,mending becuk [redacted] [redacted] [redacted],0,0,0,2,en,840089194642857985,1772581246356619723,joonsickle,https://twitter.com/joonsickle/status/1772581246356619723
Mon Mar 25 04:32:26 +0000 2024,1772119324846895138,@hanmula Liason Becuk? Jual No-Hassle-Freepass,0,0,0,0,en,48563472,1772117154860810299,RhendyW,https://twitter.com/RhendyW/status/1772119324846895138
Mon Mar 25 04:13:04 +0000 2024,1772114454152720532,HELP RT OPEN PO SHARING NCT DREAM OFFICIAL NCTzen DREAM-JAPAN 의 OFFICIAL BOOK DREAMzine Vol.2]   VER A&amp B   ✅️lusa sampai di becuk ✅bisa co 4.4 🏡 bdg  t.wtsopshare pcunit dreamzine nomin markmin markren chenji jihyuck hyuckle mark renjun jeno jaemin haechan chenle jisung https://t.co/l4b6Wz0w8q,0,0,1,1,en,1530354241285414913,1772114454152720532,norenalaala,https://twitter.com/norenalaala/status/1772114454152720532
Sun Mar 24 22:23:50 +0000 2024,1772026567058956341,Becuk and their stupid behaviour.,0,0,0,0,en,914679732,1772026567058956341,ratupatriaa,https://twitter.com/ratupatriaa/status/1772026567058956341
Sun Mar 24 13:56:30 +0000 2024,1771898891228897373,"exactly what i thought pas baca collective punishment"" nya becuk. i instantly thought this is the result of MOS and ospek""",0,0,0,0,en,1534786843954524160,1771898891228897373,pertammyna,https://twitter.com/pertammyna/status/1771898891228897373
Sun Mar 24 13:15:31 +0000 2024,1771888578962096234,Admin becuk 🤝 bot bulay link in bio,0,0,0,0,in,1545065565412175872,1771888578962096234,airisu012,https://twitter.com/airisu012/status/1771888578962096234
Sun Mar 24 01:15:12 +0000 2024,1771707304745832827,@kanatahiba @Hiehiemaru oh my goddddddd my blood is boiling what the fuckkkkkk becuk goblok bangettttt,0,0,0,11,en,1576435397307293696,1637323572329975808,pajorapajora,https://twitter.com/pajorapajora/status/1771707304745832827
Sat Mar 23 21:34:33 +0000 2024,1771651774597730653,"The lady in the becuk tiktok either has the nerves of steel, or just plain ignorant.",0,0,0,0,en,2272832936,1771651774597730653,S4boriman,https://twitter.com/S4boriman/status/1771651774597730653
Sat Mar 23 13:35:07 +0000 2024,1771531120787792292,noted becuk,0,0,0,0,en,3011925613,1771531120787792292,acleyyi,https://twitter.com/acleyyi/status/1771531120787792292
Sat Mar 23 07:52:49 +0000 2024,1771444977534435330,one day one daily becuk slander. becuk kontol!,0,0,0,0,en,1304843153099251712,1771444977534435330,theashengray,https://twitter.com/theashengray/status/1771444977534435330
Sat Mar 23 06:33:24 +0000 2024,1771424992686907652,@Matarael @ptrbrmnty Hahaha circa 2010 I saw two big tas kresek merah full of ori dvds in my friend's house in kompleks becuk - her big bro was kepala becuk somewhere I can't mention here 🤭🤭,0,1,0,0,en,1535670149491347456,1771026892063428812,LMH1640,https://twitter.com/LMH1640/status/1771424992686907652
Sat Mar 23 06:31:00 +0000 2024,1771424388610687020,One love one heart Let’s get together en feel alright  BeCuk ngga diajak,1,0,3,4,en,19961629,1771424388610687020,yoyen,https://twitter.com/yoyen/status/1771424388610687020
Sat Mar 23 04:44:33 +0000 2024,1771397599628763511,I love these Becuk slanders on my timeline,0,0,0,0,en,1075234812452003840,1771397599628763511,muhsmh,https://twitter.com/muhsmh/status/1771397599628763511
Sat Mar 23 03:23:12 +0000 2024,1771377128703205846,Reading this makes me want to 🤮🤮🤮🤮 orang2 becuk sialan,0,0,0,0,en,111559157,1771377128703205846,arlenelands,https://twitter.com/arlenelands/status/1771377128703205846
Sat Mar 23 03:12:59 +0000 2024,1771374555896180954,Becuk stand for ga becus,0,0,0,1,en,1763547511443337216,1771374555896180954,lemondpai,https://twitter.com/lemondpai/status/1771374555896180954
Sat Mar 23 02:53:19 +0000 2024,1771369608370643262,becuk is a joke,0,1,0,0,en,1019751987582197760,1771369608370643262,evangetweet,https://twitter.com/evangetweet/status/1771369608370643262
Sat Mar 23 02:47:45 +0000 2024,1771368205602463848,becuk still riding the waves,0,0,0,0,en,131106992,1771368205602463848,wirasap,https://twitter.com/wirasap/status/1771368205602463848
Sat Mar 23 02:44:13 +0000 2024,1771367317743841707,Me and my disposable panties against the world (read: becuk) 🔥,0,0,0,0,en,2157943418,1771367317743841707,jidrugs,https://twitter.com/jidrugs/status/1771367317743841707
Sat Mar 23 01:57:40 +0000 2024,1771355603346334099,"Plis make more noise about this becuk situation, so loud that by the time i need to go abroad all this madness will be resolved. My reason is purely selfish but, Becuk, get your ***t together, ffs.",0,0,0,0,en,1504955357776707585,1771355603346334099,thehawsu,https://twitter.com/thehawsu/status/1771355603346334099
Sat Mar 23 00:35:36 +0000 2024,1771334948420805007,becuk Im so into this kinda shit. https://t.co/lImDBwnNO3,0,0,0,0,en,537967064,1771334948420805007,sparklingbobby,https://twitter.com/sparklingbobby/status/1771334948420805007
Fri Mar 22 23:27:28 +0000 2024,1771317801795432640,"@Kokosmelck Gempa, banjir, terrorist attack, kate's announcement, becuk, all in one day😵‍💫",0,0,0,0,en,71219642,1771296994255859959,anisketels,https://twitter.com/anisketels/status/1771317801795432640
Fri Mar 22 23:18:12 +0000 2024,1771315469607403794,Good morning all kecuali becuk,0,0,0,1,in,111230286,1771315469607403794,agathayantri,https://twitter.com/agathayantri/status/1771315469607403794
Fri Mar 22 21:36:18 +0000 2024,1771289829357261247,the audacity of becuk’s official account to put the hashtag lebih baik is so concerning,0,0,0,0,en,151469633,1771289829357261247,illuminaukhtea,https://twitter.com/illuminaukhtea/status/1771289829357261247
Fri Mar 22 21:22:08 +0000 2024,1771286261715665023,Rtarded group as usual Becuk,0,0,0,0,en,76689443,1771286261715665023,febbykun,https://twitter.com/febbykun/status/1771286261715665023
Fri Mar 22 21:11:56 +0000 2024,1771283694533144906,I've seen a lot of ppl having beef with becuk but they're tone deaf af,0,1,0,0,en,1139461501201219585,1771283694533144906,ark_elzasha,https://twitter.com/ark_elzasha/status/1771283694533144906
Fri Mar 22 20:49:47 +0000 2024,1771278122542878892,Witch Hunt becuk,0,0,0,0,en,1708661568081457152,1771278122542878892,Shinjiteru_,https://twitter.com/Shinjiteru_/status/1771278122542878892
Fri Mar 22 17:54:34 +0000 2024,1771234026155860039,"@thepan_316 🫂 Just when I thought becuk could not repeat this kind of mistakes in the future, they keep complicating and make weird policies for ppl...",0,0,9,202,en,2913413365,1771233010420953327,kanatahiba,https://twitter.com/kanatahiba/status/1771234026155860039
Fri Mar 22 17:21:01 +0000 2024,1771225581897523382,"I can see my family especially my mom, auntie and uncle do this. We hateeeee orang becuk the most and immigration people",0,0,0,0,en,189881790,1771225581897523382,0055ook,https://twitter.com/0055ook/status/1771225581897523382
Fri Mar 22 17:00:38 +0000 2024,1771220454495101404,I am living for becuk being bullied online lmaoo,0,0,0,0,en,1562985458766073858,1771220454495101404,chitozboi,https://twitter.com/chitozboi/status/1771220454495101404
Fri Mar 22 16:29:03 +0000 2024,1771212504401649909,becuk ini lagi projecting guys,0,0,0,0,in,1660517031526137856,1771212504401649909,polyembassy,https://twitter.com/polyembassy/status/1771212504401649909
Fri Mar 22 16:28:16 +0000 2024,1771212309362294857,I am this angry but replace the becuk with Kemendig 🙄,0,0,0,1,en,90116606,1771212309362294857,archiemonnn,https://twitter.com/archiemonnn/status/1771212309362294857
Fri Mar 22 16:18:59 +0000 2024,1771209973030355257,"God please take all the palestinian's pain and suffering, double it and give it to becuk RI",0,0,6,18,en,196451821,1771209973030355257,_hyyhksj,https://twitter.com/_hyyhksj/status/1771209973030355257
Fri Mar 22 15:56:47 +0000 2024,1771204384371654902,"@ptrbrmnty Becuk belike yahh -_-""""",0,0,0,0,in,1280083111552794637,1771026892063428812,yayaaa10_,https://twitter.com/yayaaa10_/status/1771204384371654902
Fri Mar 22 15:16:29 +0000 2024,1771194244876664947,@ardisatriawan Becuk sedang Playing God,0,0,0,1,in,1516966457242193920,1771168738710307274,tifosi_XLVIII,https://twitter.com/tifosi_XLVIII/status/1771194244876664947
Fri Mar 22 13:56:46 +0000 2024,1771174180404293922,oknum becuk it's your time to shine ✨,0,1,0,0,en,19872557,1771174180404293922,bubblegumdora,https://twitter.com/bubblegumdora/status/1771174180404293922
Fri Mar 22 12:45:00 +0000 2024,1771156123258638553,"I will definitely do the same thing, fuck becuk",0,0,0,0,en,1106788087399477248,1771156123258638553,kinderrry,https://twitter.com/kinderrry/status/1771156123258638553
Fri Mar 22 12:37:30 +0000 2024,1771154235494695121,"@OdeOfSummer Iya, Sayang. We can’t do much about it but it’s good thag I still have my receipts from years ago and I’ve contacted my SA’s to standby on their phone just in case BeCuk needs more proofs of my buying history.",0,1,0,0,en,865965704876507140,1771151113703854551,Anngostura,https://twitter.com/Anngostura/status/1771154235494695121
Fri Mar 22 11:48:56 +0000 2024,1771142009853780397,"Always be Becuk, the Achilles of our Nation 🙃",0,0,0,0,en,135200627,1771142009853780397,01Rinaldy,https://twitter.com/01Rinaldy/status/1771142009853780397
Fri Mar 22 11:19:25 +0000 2024,1771134584576680213,Not gonna let my day ruined by beCUK.  This is so damn cool! And I've been playing Dragon Ball Z: Kakarot &amp  Dragon Quest XI S (very slow progress tho 🥲),0,0,1,3,en,1060006480714186752,1771134584576680213,askDika,https://twitter.com/askDika/status/1771134584576680213
Fri Mar 22 10:42:27 +0000 2024,1771125281883115783,@i_am_dio I love becuk!,0,0,0,1,en,64586729,1771102275617816784,kerissakti,https://twitter.com/kerissakti/status/1771125281883115783
Fri Mar 22 10:41:27 +0000 2024,1771125030455533653,"@sociotalker The cuk"" in Becuk is short for ""j@ncuk"".""",0,0,0,0,in,11409602,1771021375358283959,inminix88,https://twitter.com/inminix88/status/1771125030455533653
Fri Mar 22 10:11:19 +0000 2024,1771117443806810230,we all should DOXX petugas becuk AGAIN,0,0,0,0,en,1618628630002937859,1771117443806810230,honeyphamnj,https://twitter.com/honeyphamnj/status/1771117443806810230
Fri Mar 22 07:21:21 +0000 2024,1771074673146495303,I'm offensive side eyeing becuk,0,1,0,0,en,1626607791824838657,1771074660978905379,aldibgst,https://twitter.com/aldibgst/status/1771074673146495303
Fri Mar 22 06:51:27 +0000 2024,1771067146858307618,Becuk trying so hard to be consistently the most hated direktorat 😂😂😂,0,0,1,4,en,48937098,1771067146858307618,theibenx,https://twitter.com/theibenx/status/1771067146858307618
Wed Mar 20 05:03:47 +0000 2024,1770315278187909272,@AiriCordelia becuk suck yes,0,0,0,1,en,850369396526563328,1770307574199656924,Einzelkampfen,https://twitter.com/Einzelkampfen/status/1770315278187909272
Mon Mar 18 09:10:40 +0000 2024,1769652633093148809,"I never have a bad experience with becuk tho.. so I don't know the issue in real life, I guest I'm doing it correctly so far?",0,0,0,0,en,27393126,1769652633093148809,vinodii,https://twitter.com/vinodii/status/1769652633093148809
Mon Mar 18 05:56:18 +0000 2024,1769603716297170988,"@catchmeupid Lah trus what do i do then? most of my clothes were bought overseas cos i don't live in Indo, will becuk tax me for everything???????? bffr",0,0,1,0,en,1253217150463930368,1769563994497692038,itsthehiraeth,https://twitter.com/itsthehiraeth/status/1769603716297170988
Sun Mar 17 04:55:46 +0000 2024,1769226097391276545,What’s stopping me from buying things overseas is not the shipping fee but the FUCKING TAX. Becuk would 100% rob me 😀,1,3,0,31,en,122454743,1769226097391276545,hontokki,https://twitter.com/hontokki/status/1769226097391276545
Sun Mar 17 03:50:55 +0000 2024,1769209776175734856,I want to by the rh zine but I'm afraid the package could get lost krn becuk negara ini,0,1,0,0,en,544997845,1769209776175734856,katarina_neko,https://twitter.com/katarina_neko/status/1769209776175734856
Sat Mar 16 07:42:32 +0000 2024,1768905673994346724,[ H E L P ↻ / ♡ ]  💚 want to oper slot | looking for buyer pob allmd be there for me mark nct 127 🤍  💰 45.270 (-tax 3.5k) ✅ done fp di GO trusted 🚚 arrived becuk ina 📩 mt after dm ❌ no hnr pls!  t. wts wto opslot lfb ilichil urichil btfm #MARK #마크 #NCT #NCT127 #엔시티 https://t.co/SADmRmqEd8,2,2,5,2,en,2816765060,1768905673994346724,kwonhaemshi,https://twitter.com/kwonhaemshi/status/1768905673994346724
Fri Mar 15 18:02:07 +0000 2024,1768699211577745712,"the way i hate both rich and poor people. orang miskin banyak yang gatau diri, while the riches love feeling like they’re the most entitled being on earth like why the fuc would you put your responsibility on others’ shoulders like?? jauh anat becuk disuruh angkat koper",0,0,0,0,en,1432322808718102530,1768699211577745712,liftlesunshine,https://twitter.com/liftlesunshine/status/1768699211577745712
Fri Mar 15 07:30:35 +0000 2024,1768540281396412738,"@TJialixiaomaomi They’re my protector! 🤣 But yeah, I won’t bring them all. I am more afraid of becuk now.",0,1,0,1,en,87385336,1768296748806791509,naltariel_ld,https://twitter.com/naltariel_ld/status/1768540281396412738
Thu Mar 14 23:56:11 +0000 2024,1768425926512288233,@GrapedUp That damn becuk. 😡😤😫,0,0,0,1,en,87385336,1768296748806791509,naltariel_ld,https://twitter.com/naltariel_ld/status/1768425926512288233
Thu Mar 14 14:16:32 +0000 2024,1768280052477960357,✨✨waiting for becuk downfall✨✨,0,2,0,1,en,39682195,1768280052477960357,sugiarts_,https://twitter.com/sugiarts_/status/1768280052477960357
Thu Mar 14 10:29:00 +0000 2024,1768222793269997792,soreee temen2! aku izin opslot yaa  wto want to oper slot pc pob btfm mark &amp  taeyong TAKE ALL ONLY  💰 62.540 (-tax 3.5k per pc) ✅ done fp di GO trusted 🚚 arrived becuk ina 📩 mention after dm ❌ no hnr pls!,1,1,0,1,en,2816765060,1768222793269997792,kwonhaemshi,https://twitter.com/kwonhaemshi/status/1768222793269997792
Thu Mar 14 09:51:32 +0000 2024,1768213365531509077,toge vs becuk saga continues!,0,0,0,0,en,3317699376,1768213365531509077,vixtorious,https://twitter.com/vixtorious/status/1768213365531509077
Thu Mar 14 07:28:17 +0000 2024,1768177313748013343,"wts nct 127 be there for me pob hellolive  YUTA JOHNNY 33K/EA JUNGWOO 40K   ✅️go trusted ✅️BERSIH INA ✅️INCLUDE EMSTAX ✅️GO TRUSTED ‼️ARRIVED INA, di becuk 📍jaktim   opshar open sharing pre order benefit pc bene vc fansign vidcall video call ilichil po photocard https://t.co/z1f9gdM8vI",0,1,8,0,en,1595250828088315904,1768177313748013343,yvnoyomi,https://twitter.com/yvnoyomi/status/1768177313748013343
Thu Mar 14 05:58:42 +0000 2024,1768154767812170131,Ide outfit anti random check becuk. https://t.co/5WqAR98Ntq,0,0,0,1,en,158313123,1768154767812170131,alexjourneyID,https://twitter.com/alexjourneyID/status/1768154767812170131
Thu Mar 14 03:47:48 +0000 2024,1768121829213024282,Not a single good thing coming out from becuk,0,0,0,0,en,590712270,1768121829213024282,skidipalpal,https://twitter.com/skidipalpal/status/1768121829213024282
Thu Mar 14 02:48:47 +0000 2024,1768106974435254343,Svts nana tour package fullset sealed first press weverse (sudah di becuk) 380k (ex ems tax)   Minat dm @.with_mingyu  Pengiriman Malang 🏘️ https://t.co/LQMcIveIoR,0,0,0,0,en,1336184865197191169,1768106974435254343,caratsstore,https://twitter.com/caratsstore/status/1768106974435254343
Thu Mar 14 02:35:08 +0000 2024,1768103541531394385,You know it’s a terrible decision when I start to talk about it publicly. Normally I don’t like to speakup about Indonesian laws. But becuk? Goddamn there’s something wrong with them.,0,0,0,1,en,1081246590143148032,1768103541531394385,floulectra,https://twitter.com/floulectra/status/1768103541531394385
Thu Mar 14 01:43:37 +0000 2024,1768090577793675427,This just gonna led to a new kind becuk bribery 😙,0,0,0,0,en,160897293,1768090577793675427,diysarrayd,https://twitter.com/diysarrayd/status/1768090577793675427
